код стратегии,Название стратерии,Текст цикла ПредупрТОРО,КраткНазвЦикла,Сцепка,Цикл,Единица,код стратегии_счетчик
1-0276,ЧАС ТО8640-ТР25920-КР103680,Техническое обслуживание,ТО,1-0276ТО,"8640,00",ЧАС,1-0276ТО
1-0276,ЧАС ТО8640-ТР25920-КР103680,Текущий ремонт,ТР,1-0276ТР,"25920,00",ЧАС,1-0276ТР
1-0276,ЧАС ТО8640-ТР25920-КР103680,Капитальный ремонт,КР,1-0276КР,"103680,00",ЧАС,1-0276КР
1-0277,ЧАС ТО8640-ТР25920-КР77760,Техническое обслуживание,ТО,1-0277ТО,"8640,00",ЧАС,1-0277ТО
1-0277,ЧАС ТО8640-ТР25920-КР77760,Текущий ремонт,ТР,1-0277ТР,"25920,00",ЧАС,1-0277ТР
1-0277,ЧАС ТО8640-ТР25920-КР77760,Капитальный ремонт,КР,1-0277КР,"77760,00",ЧАС,1-0277КР
1-0278,ЧАС Т18760-Т226280-Т352560,Текущий ремонт 1,Т1,1-0278Т1,"8760,00",ЧАС,1-0278Т1
1-0278,ЧАС Т18760-Т226280-Т352560,Текущий ремонт 2,Т2,1-0278Т2,"26280,00",ЧАС,1-0278Т2
1-0278,ЧАС Т18760-Т226280-Т352560,Текущий ремонт 3,Т3,1-0278Т3,"52560,00",ЧАС,1-0278Т3
1-0279,ЧАС Т225920,Текущий ремонт 2,Т2,1-0279Т2,"25920,00",ЧАС,1-0279Т2
1-0280,ЧАС ТР6480-Т18640,Текущий ремонт,ТР,1-0280ТР,"6480,00",ЧАС,1-0280ТР
1-0280,ЧАС ТР6480-Т18640,Текущий ремонт 1,Т1,1-0280Т1,"8640,00",ЧАС,1-0280Т1
1-0281,ЧАС ТО2880-Т18640,Техническое обслуживание,ТО,1-0281ТО,"2880,00",ЧАС,1-0281ТО
1-0281,ЧАС ТО2880-Т18640,Текущий ремонт 1,Т1,1-0281Т1,"8640,00",ЧАС,1-0281Т1
1-0282,ЧАС О1720-О24320-О38640,Техническое обслуживание 1,О1,1-0282О1,"720,00",ЧАС,1-0282О1
1-0282,ЧАС О1720-О24320-О38640,Техническое обслуживание 2,О2,1-0282О2,"4320,00",ЧАС,1-0282О2
1-0282,ЧАС О1720-О24320-О38640,Техническое обслуживание 3,О3,1-0282О3,"8640,00",ЧАС,1-0282О3
1-0283,ЧАС О1720-О22160-ТР8640,Техническое обслуживание 1,О1,1-0283О1,"720,00",ЧАС,1-0283О1
1-0283,ЧАС О1720-О22160-ТР8640,Техническое обслуживание 2,О2,1-0283О2,"2160,00",ЧАС,1-0283О2
1-0283,ЧАС О1720-О22160-ТР8640,Текущий ремонт,ТР,1-0283ТР,"8640,00",ЧАС,1-0283ТР
1-0284,ЧАС Т18760-Т217520-Т352560,Текущий ремонт 1,Т1,1-0284Т1,"8760,00",ЧАС,1-0284Т1
1-0284,ЧАС Т18760-Т217520-Т352560,Текущий ремонт 2,Т2,1-0284Т2,"17520,00",ЧАС,1-0284Т2
1-0284,ЧАС Т18760-Т217520-Т352560,Текущий ремонт 3,Т3,1-0284Т3,"52560,00",ЧАС,1-0284Т3
1-0285,ЧАС Т126280-Т235040-Т352560,Текущий ремонт 1,Т1,1-0285Т1,"26280,00",ЧАС,1-0285Т1
1-0285,ЧАС Т126280-Т235040-Т352560,Текущий ремонт 2,Т2,1-0285Т2,"35040,00",ЧАС,1-0285Т2
1-0285,ЧАС Т126280-Т235040-Т352560,Текущий ремонт 3,Т3,1-0285Т3,"52560,00",ЧАС,1-0285Т3
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 3,Т3,1-0286Т3,"8640,00",ЧАС,1-0286Т3
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 4,Т4,1-0286Т4,"8640,00",ЧАС,1-0286Т4
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 5,Т5,1-0286Т5,"8640,00",ЧАС,1-0286Т5
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 6,Т6,1-0286Т6,"8640,00",ЧАС,1-0286Т6
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 1,Т1,1-0286Т1,"43800,00",ЧАС,1-0286Т1
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 2,Т2,1-0286Т2,"52560,00",ЧАС,1-0286Т2
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 7,Т7,1-0286Т7,"105120,00",ЧАС,1-0286Т7
1-0286,ЧАС Т3-Т4-Т5-Т6-Т1-Т2-Т7-Т8,Текущий ремонт 8,Т8,1-0286Т8,"105120,00",ЧАС,1-0286Т8
1-0287,ЧАС Т552560,Текущий ремонт 5,Т5,1-0287Т5,"52560,00",ЧАС,1-0287Т5
1-0288,ЧАС Т243800,Текущий ремонт 2,Т2,1-0288Т2,"43800,00",ЧАС,1-0288Т2
1-0289,ЧАС Т343800,Текущий ремонт 3,Т3,1-0289Т3,"43800,00",ЧАС,1-0289Т3
1-0290,ЧАС Т443800,Текущий ремонт 4,Т4,1-0290Т4,"43800,00",ЧАС,1-0290Т4
1-0291,ЧАС ТО26280,Техническое обслуживание,ТО,1-0291ТО,"26280,00",ЧАС,1-0291ТО
1-0292,ЧАС ТО35040,Техническое обслуживание,ТО,1-0292ТО,"35040,00",ЧАС,1-0292ТО
1-0293,ЧАС О1168-О2720,Техническое обслуживание 1,О1,1-0293О1,"168,00",ЧАС,1-0293О1
1-0293,ЧАС О1168-О2720,Техническое обслуживание 2,О2,1-0293О2,"720,00",ЧАС,1-0293О2
1-0294,ЧАС 778640,ТР навесного оборудования,77,1-029477,"8640,00",ЧАС,1-029477
1-0295,ЧАС ТО720-ТР4320-КР17280,Техническое обслуживание,ТО,1-0295ТО,"720,00",ЧАС,1-0295ТО
1-0295,ЧАС ТО720-ТР4320-КР17280,Текущий ремонт,ТР,1-0295ТР,"4320,00",ЧАС,1-0295ТР
1-0295,ЧАС ТО720-ТР4320-КР17280,Капитальный ремонт,КР,1-0295КР,"17280,00",ЧАС,1-0295КР
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 1,О1,1-0296О1,"8640,00",ЧАС,1-0296О1
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 1,О1,1-0296О1,"17280,00",ЧАС,1-0296О1
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 2,О2,1-0296О2,"25920,00",ЧАС,1-0296О2
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 1,О1,1-0296О1,"34560,00",ЧАС,1-0296О1
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 1,О1,1-0296О1,"43200,00",ЧАС,1-0296О1
1-0296,ЧАС 4ТО1-2ТО2-ТР,Техническое обслуживание 2,О2,1-0296О2,"51840,00",ЧАС,1-0296О2
1-0296,ЧАС 4ТО1-2ТО2-ТР,Текущий ремонт,ТР,1-0296ТР,"60480,00",ЧАС,1-0296ТР
1-0297,ЧАС ОБХ336,"Обходы, осмотры",ОО,1-0297ОО,"336,00",ЧАС,1-0297ОО
1-0299,ЧАС ОБХ240,"Обходы, осмотры",ОО,1-0299ОО,"240,00",ЧАС,1-0299ОО
1-0300,ЧАС ОБХ168,"Обходы, осмотры",2О,1-03002О,"168,00",ЧАС,1-03002О
1-0300,ЧАС ОБХ168,"Обходы, осмотры",3О,1-03003О,"168,00",ЧАС,1-03003О
1-0300,ЧАС ОБХ168,"Обходы, осмотры",5О,1-03005О,"168,00",ЧАС,1-03005О
1-0300,ЧАС ОБХ168,"Обходы, осмотры",7O,1-03007O,"168,00",ЧАС,1-03007O
1-0300,ЧАС ОБХ168,"Обходы, осмотры",АО,1-0300АО,"168,00",ЧАС,1-0300АО
1-0300,ЧАС ОБХ168,"Обходы, осмотры",ГО,1-0300ГО,"168,00",ЧАС,1-0300ГО
1-0301,ЧАС ОБХ24,"Обходы, осмотры",3О,1-03013О,"24,00",ЧАС,1-03013О
1-0301,ЧАС ОБХ24,"Обходы, осмотры",6O,1-03016O,"24,00",ЧАС,1-03016O
1-0301,ЧАС ОБХ24,"Обходы, осмотры",4О,1-03014О,"24,00",ЧАС,1-03014О
1-0301,ЧАС ОБХ24,"Обходы, осмотры",5О,1-03015О,"24,00",ЧАС,1-03015О
1-0301,ЧАС ОБХ24,"Обходы, осмотры",8O,1-03018O,"24,00",ЧАС,1-03018O
1-0301,ЧАС ОБХ24,"Обходы, осмотры",БО,1-0301БО,"24,00",ЧАС,1-0301БО
1-0302,ЧАС ОБХ336,"Обходы, осмотры",5О,1-03025О,"336,00",ЧАС,1-03025О
1-0302,ЧАС ОБХ336,"Обходы, осмотры",6O,1-03026O,"336,00",ЧАС,1-03026O
1-0303,ЧАС ОБХ96,"Обходы, осмотры",4О,1-03034О,"96,00",ЧАС,1-03034О
1-0304,ЧАС ОБХ240,"Обходы, осмотры",9О,1-03049О,"240,00",ЧАС,1-03049О
1-0304,ЧАС ОБХ240,"Обходы, осмотры",3О,1-03043О,"240,00",ЧАС,1-03043О
1-0305,Диагностика,Вибродиагностика,ВД,1-0305ВД,"360,00",ЧАС,1-0305ВД
1-0305,Диагностика,Тепловизонный контроль,ТВ,1-0305ТВ,"360,00",ЧАС,1-0305ТВ
1-240,ЧАС КР 25920,Капитальный ремонт,КР,1-240КР,"25920,00",ЧАС,1-240КР
2-0001,КМ ТР1000,Текущий ремонт,ТР,2-0001ТР,"1000,00",КМ,2-0001ТР
2-0002,КМ О12100-О28400-КР140000,Техническое обслуживание 1,О1,2-0002О1,"2100,00",КМ,2-0002О1
2-0002,КМ О12100-О28400-КР140000,Техническое обслуживание 2,О2,2-0002О2,"8400,00",КМ,2-0002О2
2-0002,КМ О12100-О28400-КР140000,Капитальный ремонт,КР,2-0002КР,"140000,00",КМ,2-0002КР
2-0003,КМ ЗД96000,Замена двигателя,ЗД,2-0003ЗД,"96000,00",КМ,2-0003ЗД
2-0004,КМ ЗД120000,Замена двигателя,ЗД,2-0004ЗД,"120000,00",КМ,2-0004ЗД
2-0005,КМ О12100-О28400,Техническое обслуживание 1,О1,2-0005О1,"2100,00",КМ,2-0005О1
2-0005,КМ О12100-О28400,Техническое обслуживание 2,О2,2-0005О2,"8400,00",КМ,2-0005О2
2-0006,КМ О12100-О28400-КР144000,Техническое обслуживание 1,О1,2-0006О1,"2100,00",КМ,2-0006О1
2-0006,КМ О12100-О28400-КР144000,Техническое обслуживание 2,О2,2-0006О2,"8400,00",КМ,2-0006О2
2-0006,КМ О12100-О28400-КР144000,Капитальный ремонт,КР,2-0006КР,"144000,00",КМ,2-0006КР
2-0007,КМ О12100-О28400-КР137000,Техническое обслуживание 1,О1,2-0007О1,"2100,00",КМ,2-0007О1
2-0007,КМ О12100-О28400-КР137000,Техническое обслуживание 2,О2,2-0007О2,"8400,00",КМ,2-0007О2
2-0007,КМ О12100-О28400-КР137000,Капитальный ремонт,КР,2-0007КР,"137000,00",КМ,2-0007КР
2-0008,КМ ЗД114000,Замена двигателя,ЗД,2-0008ЗД,"114000,00",КМ,2-0008ЗД
2-0009,КМ ЗД285000,Замена двигателя,ЗД,2-0009ЗД,"285000,00",КМ,2-0009ЗД
2-0010,КМ ЗД300000,Замена двигателя,ЗД,2-0010ЗД,"300000,00",КМ,2-0010ЗД
2-0011,КМ ТО10000-КР250000,Техническое обслуживание,ТО,2-0011ТО,"10000,00",КМ,2-0011ТО
2-0011,КМ ТО10000-КР250000,Капитальный ремонт,КР,2-0011КР,"250000,00",КМ,2-0011КР
2-0012,КМ О1250-О2500-КР12000,Техническое обслуживание 1,О1,2-0012О1,"250,00",КМ,2-0012О1
2-0012,КМ О1250-О2500-КР12000,Техническое обслуживание 2,О2,2-0012О2,"500,00",КМ,2-0012О2
2-0012,КМ О1250-О2500-КР12000,Капитальный ремонт,КР,2-0012КР,"12000,00",КМ,2-0012КР
2-0013,КМ ТР2000,Текущий ремонт,ТР,2-0013ТР,"2000,00",КМ,2-0013ТР
2-0014,КМ ЗД8000,Замена двигателя,ЗД,2-0014ЗД,"8000,00",КМ,2-0014ЗД
2-0015,КМ О11800-О27200-КР126000,Техническое обслуживание 1,О1,2-0015О1,"1800,00",КМ,2-0015О1
2-0015,КМ О11800-О27200-КР126000,Техническое обслуживание 2,О2,2-0015О2,"7200,00",КМ,2-0015О2
2-0015,КМ О11800-О27200-КР126000,Капитальный ремонт,КР,2-0015КР,"126000,00",КМ,2-0015КР
2-0016,КМ ЗД105000,Замена двигателя,ЗД,2-0016ЗД,"105000,00",КМ,2-0016ЗД
2-0017,КМ ЗД200000,Замена двигателя,ЗД,2-0017ЗД,"200000,00",КМ,2-0017ЗД
2-0018,КМ О12400-О29600,Техническое обслуживание 1,О1,2-0018О1,"2400,00",КМ,2-0018О1
2-0018,КМ О12400-О29600,Техническое обслуживание 2,О2,2-0018О2,"9600,00",КМ,2-0018О2
2-0019,КМ О12400-О29600-КР216000,Техническое обслуживание 1,О1,2-0019О1,"2400,00",КМ,2-0019О1
2-0019,КМ О12400-О29600-КР216000,Техническое обслуживание 2,О2,2-0019О2,"9600,00",КМ,2-0019О2
2-0019,КМ О12400-О29600-КР216000,Капитальный ремонт,КР,2-0019КР,"216000,00",КМ,2-0019КР
2-0020,КМ ЗД500000,Замена двигателя,ЗД,2-0020ЗД,"500000,00",КМ,2-0020ЗД
2-0021,КМ О130000-О260000-КР144000,Техническое обслуживание 1,О1,2-0021О1,"30000,00",КМ,2-0021О1
2-0021,КМ О130000-О260000-КР144000,Техническое обслуживание 2,О2,2-0021О2,"60000,00",КМ,2-0021О2
2-0021,КМ О130000-О260000-КР144000,Капитальный ремонт,КР,2-0021КР,"144000,00",КМ,2-0021КР
2-0022,КМ ЗД122000,Замена двигателя,ЗД,2-0022ЗД,"122000,00",КМ,2-0022ЗД
2-0023,КМ О12700-О210800-КР168000,Техническое обслуживание 1,О1,2-0023О1,"2700,00",КМ,2-0023О1
2-0023,КМ О12700-О210800-КР168000,Техническое обслуживание 2,О2,2-0023О2,"10800,00",КМ,2-0023О2
2-0023,КМ О12700-О210800-КР168000,Капитальный ремонт,КР,2-0023КР,"168000,00",КМ,2-0023КР
2-0024,КМ О13700-О211100,Техническое обслуживание 1,О1,2-0024О1,"3700,00",КМ,2-0024О1
2-0024,КМ О13700-О211100,Техническое обслуживание 2,О2,2-0024О2,"11100,00",КМ,2-0024О2
2-0025,КМ ЗД108000,Замена двигателя,ЗД,2-0025ЗД,"108000,00",КМ,2-0025ЗД
2-0026,КМ О12700-О210888,Техническое обслуживание 1,О1,2-0026О1,"2700,00",КМ,2-0026О1
2-0026,КМ О12700-О210888,Техническое обслуживание 2,О2,2-0026О2,"10888,00",КМ,2-0026О2
2-0027,КМ ТО10000,Техническое обслуживание,ТО,2-0027ТО,"10000,00",КМ,2-0027ТО
2-0028,КМ О12400-О29600-КР147000,Техническое обслуживание 1,О1,2-0028О1,"2400,00",КМ,2-0028О1
2-0028,КМ О12400-О29600-КР147000,Техническое обслуживание 2,О2,2-0028О2,"9600,00",КМ,2-0028О2
2-0028,КМ О12400-О29600-КР147000,Капитальный ремонт,КР,2-0028КР,"147000,00",КМ,2-0028КР
2-0029,КМ ЗД97000,Замена двигателя,ЗД,2-0029ЗД,"97000,00",КМ,2-0029ЗД
2-0030,КМ О11800-О27200-КР140000,Техническое обслуживание 1,О1,2-0030О1,"1800,00",КМ,2-0030О1
2-0030,КМ О11800-О27200-КР140000,Техническое обслуживание 2,О2,2-0030О2,"7200,00",КМ,2-0030О2
2-0030,КМ О11800-О27200-КР140000,Капитальный ремонт,КР,2-0030КР,"140000,00",КМ,2-0030КР
2-0031,КМ О11800-О27200-КР142000,Техническое обслуживание 1,О1,2-0031О1,"1800,00",КМ,2-0031О1
2-0031,КМ О11800-О27200-КР142000,Техническое обслуживание 2,О2,2-0031О2,"7200,00",КМ,2-0031О2
2-0031,КМ О11800-О27200-КР142000,Капитальный ремонт,КР,2-0031КР,"142000,00",КМ,2-0031КР
2-0032,КМ О11800-О27200-КР120000,Техническое обслуживание 1,О1,2-0032О1,"1800,00",КМ,2-0032О1
2-0032,КМ О11800-О27200-КР120000,Техническое обслуживание 2,О2,2-0032О2,"7200,00",КМ,2-0032О2
2-0032,КМ О11800-О27200-КР120000,Капитальный ремонт,КР,2-0032КР,"120000,00",КМ,2-0032КР
2-0033,КМ ЗД100000,Замена двигателя,ЗД,2-0033ЗД,"100000,00",КМ,2-0033ЗД
2-0034,КМ О12100-О28400-КР168000,Техническое обслуживание 1,О1,2-0034О1,"2100,00",КМ,2-0034О1
2-0034,КМ О12100-О28400-КР168000,Техническое обслуживание 2,О2,2-0034О2,"8400,00",КМ,2-0034О2
2-0034,КМ О12100-О28400-КР168000,Капитальный ремонт,КР,2-0034КР,"168000,00",КМ,2-0034КР
2-0035,КМ КР144000,Капитальный ремонт,КР,2-0035КР,"144000,00",КМ,2-0035КР
2-0036,КМ ЗД360000,Замена двигателя,ЗД,2-0036ЗД,"360000,00",КМ,2-0036ЗД
2-0037,КМ ТО10000-КР360000,Техническое обслуживание,ТО,2-0037ТО,"10000,00",КМ,2-0037ТО
2-0037,КМ ТО10000-КР360000,Капитальный ремонт,КР,2-0037КР,"360000,00",КМ,2-0037КР
2-0038,КМ ТР10000,Текущий ремонт,ТР,2-0038ТР,"10000,00",КМ,2-0038ТР
2-0039,КМ О1250-О2500-КР144000,Техническое обслуживание 1,О1,2-0039О1,"250,00",КМ,2-0039О1
2-0039,КМ О1250-О2500-КР144000,Техническое обслуживание 2,О2,2-0039О2,"500,00",КМ,2-0039О2
2-0039,КМ О1250-О2500-КР144000,Капитальный ремонт,КР,2-0039КР,"144000,00",КМ,2-0039КР
2-0040,КМ ЗД250000,Замена двигателя,ЗД,2-0040ЗД,"250000,00",КМ,2-0040ЗД
2-0041,КМ ТО10000-КР500000,Техническое обслуживание,ТО,2-0041ТО,"10000,00",КМ,2-0041ТО
2-0041,КМ ТО10000-КР500000,Капитальный ремонт,КР,2-0041КР,"500000,00",КМ,2-0041КР
2-0042,КМ О10000-О220000,Техническое обслуживание 1,О1,2-0042О1,"10000,00",КМ,2-0042О1
2-0042,КМ О10000-О220000,Техническое обслуживание 2,О2,2-0042О2,"20000,00",КМ,2-0042О2
2-0043,КМ ЗД960000,Замена двигателя,ЗД,2-0043ЗД,"960000,00",КМ,2-0043ЗД
2-0044,КМ ЗД20000,Замена двигателя,ЗД,2-0044ЗД,"20000,00",КМ,2-0044ЗД
2-0045,КМ ТО800-КР20000,Техническое обслуживание,ТО,2-0045ТО,"800,00",КМ,2-0045ТО
2-0045,КМ ТО800-КР20000,Капитальный ремонт,КР,2-0045КР,"20000,00",КМ,2-0045КР
2-0046,КМ ТР1600,Текущий ремонт,ТР,2-0046ТР,"1600,00",КМ,2-0046ТР
2-0047,КМ О12700-О210800,Техническое обслуживание 1,О1,2-0047О1,"2700,00",КМ,2-0047О1
2-0047,КМ О12700-О210800,Техническое обслуживание 2,О2,2-0047О2,"10800,00",КМ,2-0047О2
2-0048,КМ КР140000,Капитальный ремонт,КР,2-0048КР,"140000,00",КМ,2-0048КР
2-0049,КМ ЗД144000,Замена двигателя,ЗД,2-0049ЗД,"144000,00",КМ,2-0049ЗД
2-0050,КМ ТО15000,Техническое обслуживание,ТО,2-0050ТО,"15000,00",КМ,2-0050ТО
2-0051,КМ ТО15000-КР300000,Техническое обслуживание,ТО,2-0051ТО,"15000,00",КМ,2-0051ТО
2-0051,КМ ТО15000-КР300000,Капитальный ремонт,КР,2-0051КР,"300000,00",КМ,2-0051КР
2-0052,КМ ТО8400,Техническое обслуживание,ТО,2-0052ТО,"8400,00",КМ,2-0052ТО
2-0053,КМ 10250000,КР двигателя,10,2-005310,"250000,00",КМ,2-005310
2-0054,КМ 10500000,КР двигателя,10,2-005410,"500000,00",КМ,2-005410
2-0055,КМ 10108000,КР двигателя,10,2-005510,"108000,00",КМ,2-005510
2-0056,КМ 10300000,КР двигателя,10,2-005610,"300000,00",КМ,2-005610
